20000804,915,0
20000804,945,0
20000804,1015,0
20000804,1045,0
20000804,1115,0
20000804,1145,0
20000804,1215,0
20000807,915,0
20000807,945,0
20000807,1015,0
20000807,1045,0
20000807,1115,0
20000807,1145,0
20000807,1215,0
20000808,915,0
20000808,945,0
20000808,1015,0
20000808,1045,0
20000808,1115,0
20000808,1145,0
20000808,1215,0
20000809,915,0
20000809,945,0
20000809,1015,0
20000809,1045,0
20000809,1115,0
20000809,1145,0
20000809,1215,0
20000810,915,0
20000810,945,0
20000810,1015,0
20000810,1045,0
20000810,1115,0
20000810,1145,0
20000810,1215,0
20000811,915,0
20000811,945,0
20000811,1015,0
20000811,1045,0
20000811,1115,0
20000811,1145,0
20000811,1215,0
20000811,1245,0
20000814,915,0
20000814,945,0
20000814,1015,0
20000814,1045,0
20000814,1115,0
20000814,1145,0
20000814,1215,0
20000815,915,0
20000815,945,0
20000815,1015,0
20000815,1045,0
20000815,1115,0
20000815,1145,0
20000815,1215,0
20000816,915,0
20000816,945,0
20000816,1015,0
20000816,1045,0
20000816,1115,0
20000816,1145,0
20000816,1215,0
20000817,915,0
20000817,945,0
20000817,1015,0
20000817,1045,0
20000817,1115,0
20000817,1145,0
20000817,1215,0
20000818,915,0
20000818,945,0
20000818,1015,0
20000818,1045,0
20000818,1115,0
20000818,1145,0
20000818,1215,0
20000821,915,0
20000821,945,0
20000821,1015,0
20000821,1045,0
20000821,1115,0
20000821,1145,0
20000821,1215,0
20000822,915,0
20000822,945,0
20000822,1015,0
20000822,1045,0
20000822,1115,0
20000822,1145,0
20000822,1215,0
20000824,915,0
20000824,945,0
20000824,1015,0
20000824,1045,0
20000824,1115,0
20000824,1145,0
20000824,1215,0
20000825,915,0
20000825,945,0
20000825,1015,0
20000825,1045,0
20000825,1115,0
20000825,1145,0
20000825,1215,0
20000828,915,0
20000828,945,0
20000828,1015,0
20000828,1045,0
20000828,1115,0
20000828,1145,0
20000828,1215,0
20000829,915,0
20000829,945,0
20000829,1015,0
20000829,1045,0
20000829,1115,0
20000829,1145,0
20000829,1215,0
20000830,915,0
20000830,945,0
20000830,1015,0
20000830,1045,0
20000830,1115,0
20000830,1145,0
20000830,1215,0
20000831,915,0
20000831,945,0
20000831,1015,0
20000831,1045,0
20000831,1115,0
20000831,1145,0
20000831,1215,0
20000901,915,0
20000901,945,0
20000901,1015,0
20000901,1045,0
20000901,1115,0
20000901,1145,0
20000901,1215,0
20000904,915,0
20000904,945,0
20000904,1015,0
20000904,1045,0
20000904,1115,0
20000904,1145,0
20000904,1215,0
20000905,915,0
20000905,945,0
20000905,1015,0
20000905,1045,0
20000905,1115,0
20000905,1145,0
20000905,1215,0
20000906,915,0
20000906,945,0
20000906,1015,0
20000906,1045,0
20000906,1115,0
20000906,1145,0
20000906,1215,0
20000907,915,0
20000907,945,0
20000907,1015,0
20000907,1045,0
20000907,1115,0
20000907,1145,0
20000907,1215,0
20000908,915,0
20000908,945,0
20000908,1015,0
20000908,1045,0
20000908,1115,0
20000908,1145,0
20000908,1215,0
20000908,1245,0
20000911,915,0
20000911,945,0
20000911,1015,0
20000911,1045,0
20000911,1115,0
20000911,1145,0
20000911,1215,0
20000913,915,0
20000913,945,0
20000913,1015,0
20000913,1045,0
20000913,1115,0
20000913,1145,0
20000913,1215,0
20000914,915,0
20000914,945,0
20000914,1015,0
20000914,1045,0
20000914,1115,0
20000914,1145,0
20000914,1215,0
20000915,915,0
20000915,945,0
20000915,1015,0
20000915,1045,0
20000915,1115,0
20000915,1145,0
20000915,1215,0
20000918,915,0
20000918,945,0
20000918,1015,0
20000918,1045,0
20000918,1115,0
20000918,1145,0
20000918,1215,0
20000919,915,0
20000919,945,0
20000919,1015,0
20000919,1045,0
20000919,1115,0
20000919,1145,0
20000919,1215,0
20000920,915,0
20000920,945,0
20000920,1015,0
20000920,1045,0
20000920,1115,0
20000920,1145,0
20000920,1215,0
20000921,915,0
20000921,945,0
20000921,1015,0
20000921,1045,0
20000921,1115,0
20000921,1145,0
20000921,1215,0
20000922,915,0
20000922,945,0
20000922,1015,0
20000922,1045,0
20000922,1115,0
20000922,1145,0
20000922,1215,0
20000925,915,0
20000925,945,0
20000925,1015,0
20000925,1045,0
20000925,1115,0
20000925,1145,0
20000925,1215,0
20000926,915,0
20000926,945,0
20000926,1015,0
20000926,1045,0
20000926,1115,0
20000926,1145,0
20000926,1215,0
20000927,915,0
20000927,945,0
20000927,1015,0
20000927,1045,0
20000927,1115,0
20000927,1145,0
20000927,1215,0
20000928,915,0
20000928,945,0
20000928,1015,0
20000928,1045,0
20000928,1115,0
20000928,1145,0
20000928,1215,0
20000929,915,0
20000929,945,0
20000929,1015,0
20000929,1045,0
20000929,1115,0
20000929,1145,0
20000929,1215,0
20001002,915,0
20001002,945,0
20001002,1015,0
20001002,1045,0
20001002,1115,0
20001002,1145,0
20001002,1215,0
20001003,915,0
20001003,945,0
20001003,1015,0
20001003,1045,0
20001003,1115,0
20001003,1145,0
20001003,1215,0
20001004,915,0
20001004,945,0
20001004,1015,0
20001004,1045,0
20001004,1115,0
20001004,1145,0
20001004,1215,0
20001005,915,0
20001005,945,0
20001005,1015,0
20001005,1045,0
20001005,1115,0
20001005,1145,0
20001005,1215,0
20001006,915,0
20001006,945,0
20001006,1015,0
20001006,1045,0
20001006,1115,0
20001006,1145,0
20001006,1215,0
20001009,915,0
20001009,945,0
20001009,1015,0
20001009,1045,0
20001009,1115,0
20001009,1145,0
20001009,1215,0
20001009,1245,0
20001011,915,0
20001011,945,0
20001011,1015,0
20001011,1045,0
20001011,1115,0
20001011,1145,0
20001011,1215,0
20001012,915,0
20001012,945,0
20001012,1015,0
20001012,1045,0
20001012,1115,0
20001012,1145,0
20001012,1215,0
20001013,915,0
20001013,945,0
20001013,1015,0
20001013,1045,0
20001013,1115,0
20001013,1145,0
20001013,1215,0
